208,19.78,19.3,6.8
209,19.83,19.4,19.6
210,19.93,19.5,19.7
211,19.96,19.5,6.9
212,20.05,19.6,-1
213,20.08,19.6,19.7
214,20.08,19.6,19.8
215,20.15,19.7,19.8
216,20.1,19.6,19.8
217,20.13,19.6,19.8
218,20.15,19.7,19.9
219,20.23,19.7,-1
220,20.27,19.8,20
221,20.37,19.9,19.9
222,20.23,19.8,19.9
223,20.19,19.7,19.9
224,20.13,19.6,19.9
225,20.19,19.7,-1
226,20.15,19.7,19.8
227,20.12,19.6,19.7
228,20.02,19.6,19.8
229,20.06,19.6,19.8
230,20.09,19.6,-1
231,20.13,19.6,19.7
232,19.98,19.6,19.7
233,20,19.6,-1
234,19.89,19.4,19.6
235,19.88,19.4,19.7
236,19.98,19.5,-1
237,19.99,19.5,19.8
238,20.16,19.7,-1
239,20.08,19.6,19.7
240,20.08,19.6,19.9
241,20.26,19.8,19.9
242,20.09,19.7,-1
243,20.09,19.6,-1
244,20.08,19.6,19.7
245,20.03,19.5,19.7
246,20,19.5,19.7
247,19.93,19.4,19.7
248,20.05,19.6,-1
249,19.99,19.5,19.8
250,20.05,19.5,19.8
251,20.09,19.6,19.6
252,19.91,19.4,-1
253,19.82,19.3,19.5
254,19.79,19.3,-1
255,19.78,19.3,-1
256,19.74,19.2,19.6
257,19.81,19.3,19.8
258,20.06,19.6,-1
259,20.2,19.7,20.2
260,20.43,19.9,-1
261,20.65,20.1,20.8
262,21.07,20.5,-1
263,21.23,20.7,21
264,21.29,20.7,21.5
265,21.68,21.1,21.7
266,22.13,21.4,21.8
267,22.13,21.5,22.1
268,22.37,21.7,-1
269,22.68,22,22.4
270,22.67,22,-1
271,22.86,22.3,-1
272,23.09,22.4,23.2
273,23.67,22.9,23.4
274,23.81,23.2,-1
275,23.91,23,23.4
276,23.91,23.3,23.3
277,23.75,23.1,23.4
278,23.78,23.2,23.2
279,23.65,23.1,23.1
280,23.41,22.8,23.1
281,23.5,22.9,-1
282,23.53,23,23
283,23.43,22.8,22.9
284,23.3,22.7,22.9
285,23.27,22.7,-1
286,23.4,22.8,23
287,23.51,22.9,-1
288,23.26,22.7,22.8
289,23.25,22.6,-1
290,23.25,22.6,23.2
291,23.54,22.9,23.5
292,24.01,23.4,-1
293,24.02,23.4,23.5
294,23.99,23.3,23.4
295,23.91,23.2,23.7
296,23.95,23.3,23.7
297,24.13,23.5,23.7
298,24.05,23.4,-1
299,24.5,23.8,24.1
300,24.61,23.9,23.8
301,24.3,23.7,23.8
302,24.22,23.6,23.8
303,24.24,23.6,23.6
304,24.01,23.3,-1
305,23.98,23.3,23.4
306,23.92,23.3,-1
307,23.88,23.2,23.3
308,23.83,23.2,23.1
309,23.64,23.1,22.9
310,23.47,22.9,-1
311,23.51,23,22.8
312,23.36,22.8,22.6
313,23.12,22.6,22.5
314,23.01,22.4,22.4
315,22.85,22.3,22.1
316,22.64,22.1,21.9
317,22.4,21.9,21.7
318,22.21,21.7,21.5
319,21.92,21.4,21.2
320,21.68,21.2,21
321,21.48,20.9,20.9
322,21.34,20.8,-1
323,21.24,20.7,-1
324,21.24,20.7,20.6
325,21.07,20.6,20.6
326,20.95,20.5,-1
327,20.76,20.3,20.2
328,20.65,20.1,20.1
329,20.44,20,19.8
330,20.17,19.7,19.6
331,20.02,19.6,19.5
332,19.88,19.4,-1
333,19.81,19.4,19.3
334,19.72,19.3,19.3
335,19.66,19.2,19.1
336,19.51,19.1,-1
337,19.31,18.9,-1
338,19.14,18.7,18.8
339,19.13,18.7,18.6
340,18.95,18.5,-1
341,18.89,18.5,18.3
342,18.79,18.4,18.2
343,18.58,18.2,18
344,18.41,18,17.9
345,18.28,17.9,17.7
346,18.12,17.7,17.5
347,17.93,17.6,17.3
348,17.7,17.3,-1
349,17.57,17.3,-1
350,17.31,17,16.7
351,17.05,16.8,16.4
352,16.81,16.5,16.2
353,16.58,16.3,16
354,16.34,16.1,-1
355,16.13,15.9,15.6
356,15.93,15.7,15.4
357,15.71,15.5,15.2
358,15.56,15.3,15.1
359,15.39,15.2,-1
360,15.23,15,14.8
361,15.1,14.8,14.7
362,14.94,14.7,14.5
363,14.77,14.5,-1
364,14.63,14.4,14.2
365,14.45,14.2,14
366,14.33,14.1,13.9
367,14.16,13.9,-1
368,14.08,13.9,13.7
369,13.95,13.7,13.6
370,13.81,13.6,-1
371,13.7,13.5,13.3
372,13.58,13.4,13.2
373,13.43,13.2,-1
374,13.33,13.1,12.9
375,13.22,13.1,12.8
376,13.03,12.9,12.7
377,12.95,12.8,12.5
378,12.84,12.7,12.5
379,12.7,12.6,12.4
380,12.63,12.5,12.2
381,12.48,12.3,12.1
382,12.39,12.2,12
383,12.26,12.1,11.9
384,12.2,12.1,11.9
385,12.1,11.9,11.8
386,12.03,11.9,11.7
387,11.96,11.8,11.6
388,11.82,11.7,11.6
389,11.8,11.7,-1
390,11.71,11.6,11.4
391,11.6,11.5,11.3
392,11.56,11.4,-1
393,11.47,11.4,11.1
394,11.36,11.3,11.1
395,11.31,11.2,11.1
396,11.27,11.2,11
397,11.25,11.1,11.1
398,11.27,11.1,11
399,11.22,11.1,11
400,11.2,11.1,10.9
401,11.15,11,10.9
402,11.09,11,10.8
403,11.02,10.9,-1
404,11.01,10.9,10.7
405,10.81,10.7,10.6
406,10.74,10.7,10.5
407,10.68,10.6,10.4
408,10.6,10.5,10.3
409,10.54,10.4,10.3
410,10.53,10.4,10.3
411,10.51,10.4,10.4
412,10.61,10.5,10.3
413,10.51,10.4,10.4
414,10.57,10.5,10.3
415,10.48,10.4,10.3
416,10.53,10.4,10.3
417,10.54,10.4,10.4
418,10.56,10.4,10.3
419,10.56,10.4,10.3
420,10.53,10.4,10.3
421,10.5,10.4,10.3
422,10.48,10.4,10.3
423,10.44,10.4,10.3
424,10.47,10.4,10.2
425,10.37,10.3,10.1
426,10.3,10.2,-1
427,10.29,10.2,10.2
428,10.37,10.3,10.2
429,10.37,10.3,10.3
430,10.43,10.3,10.3
431,10.47,10.4,10.3
432,10.46,10.4,10.3
433,10.44,10.4,10.3
434,10.47,10.4,10.3
435,10.46,10.4,10.2
436,10.4,10.3,10.3
437,10.4,10.3,-1
438,10.5,10.4,10.3
439,10.51,10.4,10.4
440,10.5,10.4,10.4
441,10.56,10.4,10.5
442,10.7,10.6,10.5
443,10.68,10.6,10.5
444,10.73,10.6,10.5
445,10.68,10.6,10.5
446,10.65,10.5,10.6
447,10.77,10.6,10.7
448,10.84,10.7,10.7
449,10.82,10.7,10.7
450,10.85,10.7,10.7
451,10.9,10.8,10.7
452,10.87,10.8,10.8
453,10.94,10.8,10.8
454,10.95,10.9,10.8
455,10.92,10.8,10.8
456,10.92,10.8,10.9
457,10.98,10.8,11
458,11.08,11,11
459,11.08,10.9,11
460,11.15,11,11.1
461,11.19,11,11.1
462,11.23,11.1,11.1
463,11.29,11.2,11.1
464,11.22,11.1,11.1
465,11.23,11.1,11.1
466,11.2,11.1,11.1
467,11.18,11.1,11.1
468,11.23,11.1,11.1
469,11.27,11.1,11.2
470,11.31,11.2,11.2
471,11.33,11.2,-1
472,11.33,11.2,11.2
473,11.35,11.2,11.2
474,11.36,11.2,11.2
475,11.39,11.3,11.3
476,11.47,11.3,11.4
477,11.56,11.4,11.4
478,11.54,11.4,11.4
479,11.61,11.4,11.4
480,11.6,11.4,11.4
481,11.64,11.5,11.5
482,11.65,11.5,11.5
483,11.61,11.5,11.5
484,11.65,11.5,11.5
485,11.61,11.5,11.5
486,11.68,11.6,11.5
487,11.65,11.5,11.5
488,11.71,11.6,11.6
489,11.71,11.6,11.6
490,11.75,11.6,11.7
491,11.82,11.6,11.7
492,11.86,11.7,11.7
493,11.86,11.7,11.7
494,11.86,11.7,11.7
495,11.85,11.7,11.7
496,11.91,11.7,11.7
497,11.86,11.7,11.7
498,11.88,11.7,11.8
499,11.92,11.7,11.8
500,11.99,11.8,11.9
501,12.05,11.9,12
502,12.13,11.9,12
503,12.15,12,12.1
504,12.22,12,12.2
505,12.32,12.1,12.3
506,12.47,12.3,12.4
507,12.53,12.4,-1
508,12.65,12.5,12.5
509,12.67,12.5,12.4
510,12.63,12.5,12.5
511,12.63,12.5,12.5
512,12.7,12.5,12.6
513,12.75,12.6,12.6
514,12.78,12.6,12.6
515,12.81,12.6,12.7
516,12.88,12.7,12.6
517,12.81,12.6,12.6
518,12.78,12.6,12.5
519,12.63,12.5,12.4
520,12.63,12.4,12.4
521,12.58,12.4,12.5
522,12.63,12.4,-1
523,12.68,12.5,12.6
524,12.74,12.6,12.6
525,12.81,12.6,12.7
526,12.88,12.7,12.7
527,12.88,12.7,-1
528,12.88,12.7,12.6
529,12.84,12.6,12.7
530,12.84,12.6,12.7
531,12.88,12.7,12.7
532,12.86,12.7,12.7
533,12.86,12.7,12.6
534,12.74,12.6,12.6
535,12.7,12.5,12.5
536,12.71,12.6,12.5
537,12.7,12.5,12.5
538,12.65,12.5,12.6
539,12.78,12.6,12.7
540,12.84,12.6,12.7
541,12.86,12.7,12.7
542,12.89,12.7,12.8
543,12.94,12.8,-1
544,12.96,12.8,12.8
545,12.98,12.8,12.8
546,12.95,12.8,12.8
547,13.01,12.8,-1
548,13.02,12.8,12.9
549,13.08,12.9,12.9
550,13.13,12.9,13
551,13.18,13,12.9
552,13.15,12.9,12.9
553,13.08,12.9,12.8
554,12.95,12.8,12.8
555,13.02,12.8,-1
556,12.99,12.8,12.8
557,12.98,12.8,12.9
558,13.05,12.9,12.8
559,12.98,12.8,12.8
560,12.98,12.8,12.8
561,13.06,12.8,-1
562,13.05,12.8,13
563,13.12,12.9,13
564,13.15,12.9,13.1
565,13.27,13.1,13.1
566,13.34,13.1,13.2
567,13.37,13.1,-1
568,13.39,13.2,13.2
569,13.39,13.2,13.2
570,13.46,13.2,-1
571,13.41,13.2,13.2
572,13.46,13.2,13.2
573,13.41,13.2,13.2
574,13.39,13.2,13.1
575,13.33,13.1,-1
576,13.23,13,13
577,13.2,13,-1
578,13.22,13,13
579,13.15,13,12.9
580,13.09,12.9,-1
581,13.13,13,13
582,13.18,13,12.9
583,13.15,13,-1
584,13.06,12.9,13
585,13.12,12.9,13
586,13.2,13,13.1
587,13.22,13,-1
588,13.27,13.1,13.1
589,13.29,13.1,-1
590,13.34,13.1,13.2
591,13.41,13.2,13.2
592,13.41,13.2,13.3
593,13.44,13.2,13.4
594,13.54,13.3,13.4
595,13.62,13.4,-1
596,13.68,13.4,13.6
597,13.8,13.6,13.6
598,13.85,13.6,13.6
599,13.85,13.6,13.6
600,13.8,13.6,13.6
601,13.82,13.6,13.7
602,13.91,13.6,-1
603,13.99,13.8,-1
604,13.98,13.7,13.8
605,14.02,13.8,13.9
606,14.05,13.8,13.9
607,14.08,13.9,13.9
608,14.11,13.9,13.9
609,14.19,13.9,14
610,14.19,13.9,14
611,14.2,14,14
612,14.27,14,14.1
613,14.31,14.1,14.1
614,14.31,14.1,14.2
615,14.4,14.2,14.1
616,14.33,14.1,14.2
617,14.39,14.1,14.2
618,14.41,14.2,14.2
619,14.41,14.2,14.2
620,14.41,14.2,14.2
621,14.39,14.2,14.2
622,14.4,14.2,-1
623,14.37,14.1,14.2
624,14.4,14.2,14.2
625,14.4,14.2,-1
626,14.44,14.2,-1
627,14.39,14.2,14.1
628,14.34,14.1,14.2
629,14.44,14.2,14.1
630,14.36,14.1,14.2
631,14.39,14.1,14.2
632,14.4,14.2,-1
633,14.43,14.2,-1
634,14.43,14.1,14.3
635,14.44,14.2,14.3
636,14.6,14.4,-1
637,14.61,14.4,-1
638,14.61,14.4,-1
639,14.61,14.4,-1
640,14.61,14.3,14.4
641,14.72,14.5,14.5
642,14.68,14.4,14.4
643,14.67,14.4,-1
644,14.64,14.4,14.4
645,14.6,14.3,14.4
646,14.61,14.4,14.5
647,14.67,14.4,14.5
648,14.7,14.4,-1
649,14.7,14.4,14.5
650,14.77,14.5,-1
651,14.77,14.5,14.6
652,14.78,14.5,14.6
653,14.78,14.6,14.6
654,14.81,14.6,14.7
655,14.89,14.6,14.7
656,14.91,14.6,14.7
657,14.91,14.6,-1
658,14.98,14.7,14.7
659,14.98,14.7,-1
660,14.96,14.7,14.8
661,14.99,14.7,14.9
662,15.07,14.8,14.9
663,15.15,14.9,14.9
664,15.15,14.8,14.9
665,15.1,14.8,14.9
666,15.12,14.9,-1
667,15.1,14.9,14.9
668,15.12,14.8,14.9
669,15.09,14.8,-1
670,15.1,14.8,14.9
671,15.12,14.9,14.9
672,15.12,14.8,-1
673,15.12,14.9,14.9
674,15.16,14.9,-1
675,15.17,14.9,15.1
676,15.3,15,15.2
677,15.4,15.1,-1
678,15.49,15.2,-1
679,15.5,15.2,15.3
680,15.53,15.2,15.3
681,15.56,15.3,15.3
682,15.54,15.2,15.3
683,15.57,15.3,-1
684,15.57,15.3,15.4
685,15.67,15.4,15.5
686,15.71,15.4,15.5
687,15.71,15.4,15.4
688,15.68,15.4,15.4
689,15.71,15.4,15.5
690,15.71,15.4,15.5
691,15.72,15.4,15.5
692,15.74,15.4,15.5
693,15.72,15.4,15.4
694,15.68,15.4,-1
695,15.69,15.4,-1
696,15.68,15.4,-1
697,15.74,15.4,15.5
698,15.75,15.5,15.5
699,15.72,15.4,15.5
700,15.75,15.5,-1
701,15.72,15.4,15.5
702,15.69,15.4,15.5
703,15.75,15.4,-1
704,15.75,15.5,15.5
705,15.75,15.5,15.5
706,15.79,15.5,-1
707,15.82,15.5,15.6
708,15.88,15.6,-1
709,15.89,15.6,-1
710,15.86,15.6,15.6
711,15.82,15.5,15.6
712,15.82,15.5,15.6
713,15.82,15.6,15.5
714,15.79,15.5,15.6
715,15.81,15.5,15.6
716,15.81,15.5,15.6
717,15.89,15.6,-1
718,15.9,15.6,-1
719,15.88,15.6,15.7
720,15.88,15.6,15.7
721,15.89,15.6,15.7
722,15.95,15.6,15.7
723,15.96,15.7,-1
724,15.96,15.7,15.8
725,15.99,15.7,15.8
726,16.08,15.8,15.9
727,16.13,15.8,15.8
728,16.12,15.8,15.8
729,16.04,15.7,-1
730,16.05,15.7,15.9
731,16.12,15.8,15.9
732,16.13,15.8,-1
733,16.06,15.7,15.9
734,16.11,15.8,15.8
735,16.13,15.9,-1
736,16.08,15.8,15.8
737,16.11,15.8,-1
738,15.99,15.7,15.7
739,16.04,15.7,15.7
740,16,15.7,-1
741,16.02,15.7,15.6
742,15.93,15.7,15.6
743,15.88,15.6,-1
744,15.81,15.5,15.5
745,15.81,15.5,15.5
746,15.57,15.6,-1
747,15.57,15.3,15.3
748,15.57,15.3,15.3
749,15.6,15.3,15.2
750,15.5,15.3,15.2
751,15.4,15.1,15.2
752,15.5,15.2,15.3
753,15.6,15.3,15.3
754,15.61,15.3,15.3
755,15.54,15.2,-1
756,15.61,15.3,-1
757,15.57,15.3,-1
758,15.46,15.2,14.9
759,15.33,15.1,-1
760,15.06,14.9,-1
761,14.75,14.6,14.1
762,14.53,14.4,13.9
763,14.31,14.2,13.5
764,13.92,13.7,13.4
765,13.68,13.6,13.3
766,13.61,13.4,13.3
767,13.6,13.4,13.3
768,13.53,13.3,13.4
769,13.61,13.4,-1
770,13.65,13.4,13.5
771,13.74,13.5,13.5
772,13.74,13.5,13.6
773,13.81,13.5,-1
774,14.05,13.8,-1
775,14.26,14,14.1
776,14.39,14.1,14.3
777,14.56,14.3,14.4
778,14.67,14.4,14.5
779,14.75,14.5,14.7
780,14.92,14.6,14.8
781,15.06,14.8,15
782,15.2,14.9,15.1
783,15.36,15.1,15.2
784,15.47,15.2,-1
785,15.61,15.3,15.5
786,15.72,15.4,15.7
787,15.96,15.6,15.8
788,16.11,15.8,16
789,16.23,15.9,16.1
790,16.36,16,16.3
791,16.51,16.1,16.4
792,16.7,16.3,16.6
793,16.88,16.5,16.9
794,17.05,16.7,17.1
795,17.31,16.9,17.2
796,17.45,17,17.5
797,17.64,17.2,17.7
798,17.9,17.5,17.9
799,18.16,17.7,-1
800,18.33,17.9,18.3
801,18.5,18.1,18.4
802,18.7,18.2,-1
803,18.76,18.3,18.7
804,18.92,18.5,18.9
805,19.13,18.7,19
806,19.46,19,19.2
807,19.54,19.1,-1
808,19.55,19,19.3
809,19.68,19.2,19.4
810,19.79,19.3,19.5
811,19.85,19.4,-1
812,19.83,19.4,19.5
813,19.91,19.4,19.6
814,19.96,19.5,19.6
815,19.98,19.5,-1
816,20.03,19.6,19.7
817,20.05,19.6,-1
818,20.13,19.6,20
819,20.26,19.7,20
820,20.38,19.9,20.2
821,20.48,20,-1
822,20.58,20,20.4
823,20.67,20.2,20.4
824,20.72,20.2,20.5
825,20.74,20.2,20.7
826,20.93,20.4,20.8
827,21.06,20.5,-1
828,21.19,20.6,21.1
829,21.38,20.8,21.2
830,21.5,20.9,21.2
831,21.51,21,21.2
832,21.56,20.9,21.3
833,21.61,21,21.3
834,21.62,21.1,21.2
835,21.5,20.9,21.1
836,21.43,20.8,-1
837,21.51,21,21.1
838,21.44,21,20.9
839,21.29,20.8,20.8
840,21.12,20.6,20.9
841,21.13,20.6,20.7
842,21.07,20.6,7.9
843,20.99,20.5,20.6
844,20.83,20.3,20.8
845,21.06,20.5,20.9
846,21.23,20.7,20.9
847,21.21,20.7,-1
848,21.17,20.6,20.9
849,21.13,20.5,-1
850,21.14,20.6,-1
851,21.02,20.4,-1
852,21.17,20.6,20.8
853,21.07,20.5,-1
854,20.92,20.4,20.5
855,20.78,20.2,20.6
856,20.78,20.2,20.6
857,20.82,20.2,20.7
858,20.92,20.3,20.5
859,20.81,20.3,20.4
860,20.61,20.1,-1
861,20.61,20,-1
862,20.33,19.8,-1
863,20.15,19.6,7
864,20.06,19.5,-1
865,19.89,19.4,-1
866,19.69,19.2,19.6
867,19.88,19.3,19.4
868,19.74,19.3,-1
869,19.47,19,19
870,19.29,18.8,-1
871,19.23,18.7,-1
872,19.27,18.8,-1
873,19.29,18.8,-1
874,19.2,18.8,18.9
875,19.1,18.6,-1
876,19.03,18.6,-1
877,19.07,18.6,19
878,19.17,18.7,19.2
879,19.31,18.8,19.2
880,19.29,18.7,-1
881,19.47,18.9,19.3
882,19.43,18.8,19.4
883,19.54,19,-1
884,19.66,19,-1
885,19.64,19,19.7
886,19.76,19.1,19.7
887,19.96,19.3,19.7
888,20,19.4,-1
889,20.12,19.5,-1
890,19.86,19.3,19.3
891,19.75,19.3,19.1
892,19.57,19.1,18.8
893,19.19,18.7,18.3
894,18.74,18.3,18.1
895,18.48,18,17.8
896,18.1,17.7,17.6
897,17.96,17.6,17.2
898,17.47,17.2,16.9
899,17.23,16.9,16.7
900,17.01,16.7,16.6
901,16.89,16.5,-1
902,17.1,16.8,-1
903,16.79,16.4,16.7
904,17.1,16.7,16.3
905,16.75,16.4,16.1
906,16.51,16.2,3
907,16.15,15.8,16
908,16.4,16.1,15.9
909,16.3,15.9,15.9
910,16.33,16,15.9
911,16.36,16.1,15.8
912,16.05,15.6,-1
913,16.33,16,-1
914,16.05,15.7,15.4
915,15.65,15.3,15.8
916,16.05,15.6,-1
917,16.53,16.2,15.6
918,16.09,15.9,15.1
919,15.47,15.2,15.2
920,15.43,15,15.6
921,15.9,15.6,-1
922,15.71,15.3,-1
923,15.99,15.6,15.6
924,15.96,15.6,15.5
925,15.93,15.5,-1
926,16.11,15.7,-1
927,16.23,15.9,15.4
928,15.85,15.6,15.2
929,15.71,15.4,15
930,15.4,15.1,14.8
931,15.26,15,14.7
932,15.05,14.8,14.7
933,15.07,14.8,14.8
934,15.16,14.9,-1
935,14.96,14.7,14.6
936,14.91,14.6,14.7
937,14.94,14.7,14.5
938,14.79,14.5,14.3
939,14.5,14.2,14.2
940,14.44,14.1,14.2
941,14.43,14.1,14.3
942,14.56,14.3,14.3
943,14.66,14.4,14.2
944,14.49,14.2,14.2
945,14.49,14.2,14
946,14.39,14.1,13.9
947,14.19,14,-1
948,13.98,13.8,13.3
949,13.39,13.4,13.2
950,13.39,13.1,13.3
951,13.41,13.1,13.2
952,13.44,13.2,13
953,13.19,13,12.9
954,13.16,12.9,12.7
955,12.84,12.8,12.3
956,12.47,12.3,12.1
957,12.35,12.1,12.1
958,12.29,12,12.1
959,12.35,12.2,12.1
960,12.28,12.1,11.9
961,12.19,12,11.8
962,12.05,11.9,11.7
963,11.95,11.7,11.6
964,11.91,11.7,11.4
965,11.64,11.5,11.2
966,11.54,11.4,11
967,11.33,11.2,10.8
968,11.08,10.9,10.8
969,11.08,11,10.6
970,10.8,10.7,10.4
971,10.68,10.5,10.1
972,10.47,10.4,9.9
973,10.16,10.1,9.7
974,9.97,9.9,9.6
975,9.84,9.7,9.6
976,9.87,9.8,9.5
977,9.71,9.7,9.3
978,9.51,9.5,9.1
979,9.36,9.3,8.9
980,9.11,9.1,8.7
981,8.92,8.9,8.5
982,8.77,8.8,8.3
983,8.56,8.6,8.1
984,8.39,8.4,7.9
985,8.21,8.2,7.7
986,7.98,8,7.5
987,7.8,7.9,7.3
988,7.54,7.6,7.1
989,7.31,7.4,6.9
990,7.08,7.2,6.5
991,6.82,6.9,6.4
992,6.61,6.7,6.3
993,6.46,6.6,6.1
994,6.38,6.5,5.9
995,6.18,6.3,5.7
996,5.94,6.1,5.5
997,5.77,5.9,5.3
998,5.55,5.7,5.2
999,5.42,5.6,5
1000,5.27,5.4,4.8
1001,5.08,5.3,4.5
1002,4.75,4.9,4.4
1003,4.56,4.8,4.2
1004,4.41,4.6,4
1005,4.24,4.5,3.9
1006,4.13,4.3,3.7
1007,3.97,4.3,3.3
1008,3.61,3.9,3
1009,3.23,3.6,2.7
1010,2.95,3.2,2.5
1011,2.73,3,2.2
1012,2.41,2.8,2
1013,2.16,2.5,1.8
1014,1.96,2.3,1.6
1015,1.71,2,1.4
1016,1.57,1.9,1.3
1017,1.46,1.8,1.2
1018,1.33,1.7,1.1
1019,1.24,1.6,1.1
1020,1.13,1.5,1
1021,1.07,1.4,1
1022,1.06,1.4,0.9
1023,0.99,1.3,0.9
1024,0.86,1.2,0.8
1025,0.86,1.2,0.8
1026,0.82,1.2,0.8
1027,0.85,1.2,0.8
1028,0.85,1.2,0.8
1029,0.83,1.2,0.7
1030,0.81,1.1,0.8
1031,0.76,1.1,0.7
1032,0.76,1.1,0.7
